dataset,dataset_slug,query_id,query_text,doc_id,x,y,z,bm25_rank,rerank_rank,rank_gain,bm25_score,reranker_score,relevance,visual_group,preview,abs_rank_gain,label
TREC-COVID,trec_covid,11,what are the guidelines for triaging patients infected with coronavirus?,vc2i6auz,0.38476852,0.121630654,0.21636626,1,4,-3,32.16419247133366,4.5558624267578125,0,Top 5 BM25 e BGE,"Endocrine surgery in the Coronavirus disease 2019 pandemic: Surgical Triage Guidelines. BACKGROUND: In the face of the COVID-19 pandemic, cancer care has had to adapt rapidly given the Centers for Disease Control and Prevention and the Amer...",3,vc2i6auz
TREC-COVID,trec_covid,11,what are the guidelines for triaging patients infected with coronavirus?,tgm90lbp,0.38748395,0.11956854,0.21446106,2,5,-3,32.16419247133366,4.548905849456787,0,Top 5 BM25 e BGE,"Endocrine surgery in the Coronavirus disease 2019 pandemic: Surgical Triage Guidelines. BACKGROUND: In the face of the COVID‐19 pandemic, cancer care has had to adapt rapidly given the Centers for Disease Control and Prevention and the Amer...",3,tgm90lbp
TREC-COVID,trec_covid,11,what are the guidelines for triaging patients infected with coronavirus?,v8mprtro,0.29717192,0.12337115,-0.18630867,3,12,-9,31.993236488818773,3.792050838470459,0,Caiu,Radiotherapeutic management of brain tumours during the COVID-19 pandemic. AIM: The coronavirus disease (COVID-19) pandemic is bound to put tremendous pressure on the existing healthcare system. This aim of this technical note is to help in...,9,
TREC-COVID,trec_covid,11,what are the guidelines for triaging patients infected with coronavirus?,7jxwn2y6,-0.047723927,-0.119942576,0.017078312,4,28,-24,31.436732571504077,1.035639762878418,0,Caiu,"Recommendations for the organization of electrophysiology and cardiac pacing services during the COVID-19 pandemic : Latin American Heart Rhythm Society (LAHRS) in collaboration with: Colombian College Of Electrophysiology, Argentinian Soci...",24,
TREC-COVID,trec_covid,11,what are the guidelines for triaging patients infected with coronavirus?,wydt1ykq,-0.047723923,-0.11994251,0.01707816,5,27,-22,31.436732571504077,1.0835036039352417,0,Caiu,"Recommendations for the organization of electrophysiology and cardiac pacing services during the COVID-19 pandemic: Latin American Heart Rhythm Society (LAHRS) in collaboration with: Colombian College Of Electrophysiology, Argentinian Socie...",22,
TREC-COVID,trec_covid,11,what are the guidelines for triaging patients infected with coronavirus?,3fs7r79z,0.529327,0.04824876,-0.11350035,6,38,-32,30.95053349088742,-0.31984612345695496,0,Caiu,Head and neck surgical oncology in the time of a pandemic: Subsite-specific triage guidelines during the COVID-19 pandemic. BACKGROUND: COVID-19 pandemic has strained human and material resources around the world. Practices in surgical onco...,32,
TREC-COVID,trec_covid,11,what are the guidelines for triaging patients infected with coronavirus?,tbxjodu0,0.5342856,0.047423337,-0.114673786,7,42,-35,30.95053349088742,-0.4577300250530243,0,Caiu,Head and neck surgical oncology in the time of a pandemic: Subsite‐specific triage guidelines during the COVID‐19 pandemic. BACKGROUND: COVID‐19 pandemic has strained human and material resources around the world. Practices in surgical onco...,35,tbxjodu0
TREC-COVID,trec_covid,11,what are the guidelines for triaging patients infected with coronavirus?,5wwlur3m,-0.19422045,0.22486526,-0.06009331,8,25,-17,29.05731367768675,1.2476134300231934,0,Caiu,"[Interpretation of ""Guidelines for the Diagnosis and Treatment of Novel Coronavirus (2019-nCoV) Infection by the National Health Commission (Trial Version 5)""].. the National Health Commission of the People's Republic of China publish the g...",17,
TREC-COVID,trec_covid,11,what are the guidelines for triaging patients infected with coronavirus?,zt0s6vo8,-0.21315524,0.22878492,-0.06710622,9,23,-14,29.05731367768675,1.7526812553405762,0,Caiu,"[Interpretation of ""Guidelines for the Diagnosis and Treatment of Novel Coronavirus (2019-nCoV) Infection by the National Health Commission (Trial Version 5)""]. the National Health Commission of the People's Republic of China publish the gu...",14,
TREC-COVID,trec_covid,11,what are the guidelines for triaging patients infected with coronavirus?,808xle9f,0.11001212,-0.27956265,0.42311016,10,59,-49,29.00277344939442,-9.158937454223633,0,Caiu,"Ventilators, Guidelines, Judgment, and Trust. Covid-19 confronts us with tragic choices, in which every option is unacceptable. On the New York State Task Force on Life and the Law, I worked on guidelines for such situations. We did not env...",49,808xle9f
TREC-COVID,trec_covid,11,what are the guidelines for triaging patients infected with coronavirus?,5jzy0h12,0.12899032,-0.29324844,0.42428648,11,60,-49,29.00277344939442,-9.345243453979492,0,Caiu,"Ventilators, Guidelines, Judgment, and Trust. Covid‐19 confronts us with tragic choices, in which every option is unacceptable. On the New York State Task Force on Life and the Law, I worked on guidelines for such situations. We did not env...",49,5jzy0h12
TREC-COVID,trec_covid,11,what are the guidelines for triaging patients infected with coronavirus?,h822qpja,-0.019575039,-0.04926012,-0.11393303,12,36,-24,28.97651208677604,0.22851914167404175,1,Relevante no qrels,"COVID-19 Pandemic: Consensus guidelines for preferred practices in an aesthetic clinic. Strict infection control measures in response to the current COVID-19 pandemic are expected to remain for an extended period. In aesthetic clinics, most...",24,h822qpja
TREC-COVID,trec_covid,11,what are the guidelines for triaging patients infected with coronavirus?,26jxvscc,0.2571182,0.033901915,-0.41047552,13,37,-24,28.957503230708696,-0.31079035997390747,0,Caiu,"Triaging algorithm for head & neck oncology follow-up patients in COVID-19 climate. The current climate is one of uncertainty and immeasurable tragedy for people afflicted by the pandemic of SARS-CoV-2 virus infection. As professionals, we ...",24,
TREC-COVID,trec_covid,11,what are the guidelines for triaging patients infected with coronavirus?,qjd31m8l,0.24528623,0.039532155,-0.39981806,14,39,-25,28.8992531716186,-0.33233901858329773,0,Caiu,Triaging algorithm for Head & Neck oncology follow-up patients in COVID-19 climate. Abstract The current climate is one of uncertainty and immeasurable tragedy for people afflicted by the pandemic of SARS-CoV-2 virus infection. As professio...,25,
TREC-COVID,trec_covid,11,what are the guidelines for triaging patients infected with coronavirus?,ba5x3ysq,-0.0805438,0.17046638,-0.3324217,15,2,13,28.84023814450937,5.315728664398193,2,Relevante no qrels,"Simple, fast and affordable triaging pathway for COVID-19.. Coronavirus disease 2019 has caused a global pandemic. The majority of patients will experience mild disease, but others will develop a severe respiratory infection that requires h...",13,ba5x3ysq
TREC-COVID,trec_covid,11,what are the guidelines for triaging patients infected with coronavirus?,h1z8rg9p,-0.08631555,0.19298498,-0.3181369,16,3,13,28.84023814450937,5.1802191734313965,2,Relevante no qrels,"Simple, fast and affordable triaging pathway for COVID-19. Coronavirus disease 2019 has caused a global pandemic. The majority of patients will experience mild disease, but others will develop a severe respiratory infection that requires ho...",13,h1z8rg9p
TREC-COVID,trec_covid,11,what are the guidelines for triaging patients infected with coronavirus?,6mzzibj8,-0.010195069,-0.057359166,-0.11487665,17,31,-14,28.513307105005993,0.7776703834533691,0,Caiu,COVID‐19 Pandemic: Consensus Guidelines for Preferred Practices in an Aesthetic Clinic. BACKGROUND: Strict infection control measures in response to the current COVID‐19 pandemic are expected to remain for an extended period. In aesthetic c...,14,
TREC-COVID,trec_covid,11,what are the guidelines for triaging patients infected with coronavirus?,eazqdlds,0.041833278,-0.06569413,-0.15452969,18,1,17,28.259726937490225,6.24171257019043,2,Relevante no qrels,"Rapid De-Escalation and Triaging Patients in Community-Based Palliative Care. CONTEXT: The coronavirus disease 2019 (COVID-19) pandemic created a rapid and unprecedented shift in our medical system. Medical providers, teams, and organizatio...",17,eazqdlds
TREC-COVID,trec_covid,11,what are the guidelines for triaging patients infected with coronavirus?,oubaezfi,-0.034794297,-0.109216906,-0.15677339,19,43,-24,28.06384666410115,-0.7358074188232422,0,Caiu,Assessment of paediatric dental guidelines and caries management alternatives in the post COVID-19 period. A critical review and clinical recommendations. PURPOSE: The first aim of this paper is to provide dental professionals caring for ch...,24,
TREC-COVID,trec_covid,11,what are the guidelines for triaging patients infected with coronavirus?,la5lk7of,-0.10849394,-0.16727848,-0.19234017,20,10,10,27.99517944636893,3.9908089637756348,0,Top reranker,"Sustainable practice of ophthalmology during COVID-19: challenges and solutions. PURPOSE: The Coronavirus (COVID-19) outbreak is rapidly emerging as a global health threat. With no proven vaccination or treatment, infection control measures...",10,
TREC-COVID,trec_covid,11,what are the guidelines for triaging patients infected with coronavirus?,mt4f2p21,-0.10861555,-0.16669029,-0.19172834,21,11,10,27.99517944636893,3.962553024291992,0,Subiu,"Sustainable practice of ophthalmology during COVID-19: challenges and solutions. PURPOSE: The Coronavirus (COVID-19) outbreak is rapidly emerging as a global health threat. With no proven vaccination or treatment, infection control measures...",10,
TREC-COVID,trec_covid,11,what are the guidelines for triaging patients infected with coronavirus?,4p3c96dm,0.31213158,-0.31758225,-0.17827675,22,51,-29,27.846115874214046,-1.4838085174560547,0,Caiu,Teleconsultation with the mobile camera-phone in digital soft-tissue injury: a feasibility study.. The purpose of this study was to examine the feasibility of teleconsultation using a mobile camera-phone to evaluate the severity of digital ...,29,
TREC-COVID,trec_covid,11,what are the guidelines for triaging patients infected with coronavirus?,f0zvl51s,-0.10117335,0.40255865,0.16084094,23,24,-1,27.83216883478065,1.5915106534957886,0,Caiu,"COVID-19, asthma, and biologic therapies: What we need to know. Managing patients with severe asthma during the coronavirus pandemic COVID-19 is a challenge. Authorities and physicians are still learning how COVID-19 affects people with und...",1,
TREC-COVID,trec_covid,11,what are the guidelines for triaging patients infected with coronavirus?,1vz0gw1w,-0.103374235,0.40111113,0.16180696,24,20,4,27.789212471995988,2.047203302383423,0,Subiu,"COVID-19, asthma, and biologic therapies: What we need to know. Abstract Managing patients with severe asthma during the coronavirus pandemic COVID-19 is a challenge. Authorities and physicians are still learning how COVID-19 affects people...",4,
TREC-COVID,trec_covid,11,what are the guidelines for triaging patients infected with coronavirus?,kbyf6u49,-0.09755204,-0.22210127,-0.0020033426,25,17,8,27.74945320717532,2.626336097717285,0,Subiu,Guidelines for the management of surgical departments in non-uniform hospitals during the COVID-19 pandemic.. In the last several weeks we have been witnessing the exponentially progressing pandemic SARS-CoV-2 coronavirus. As the number of ...,8,
TREC-COVID,trec_covid,11,what are the guidelines for triaging patients infected with coronavirus?,p5h752r6,-0.09465859,-0.2261609,1.9447467e-05,26,18,8,27.74945320717532,2.388608932495117,0,Subiu,Guidelines for the management of surgical departments in non-uniform hospitals during the COVID-19 pandemic. In the last several weeks we have been witnessing the exponentially progressing pandemic SARS-CoV-2 coronavirus. As the number of p...,8,
TREC-COVID,trec_covid,11,what are the guidelines for triaging patients infected with coronavirus?,jq013axv,0.45031843,-0.060753573,-0.31983668,27,56,-29,27.488896915399103,-3.287350654602051,0,Caiu,Rapid implementation of an evidence-based remote triaging system for assessment of suspected referrals and patients with head and neck cancer on follow-up after treatment during the COVID-19 pandemic: Model for international collaboration. ...,29,
TREC-COVID,trec_covid,11,what are the guidelines for triaging patients infected with coronavirus?,ihi67m1u,0.44370896,-0.07019676,-0.3137562,28,55,-27,27.457564986263478,-3.2593154907226562,0,Caiu,Rapid implementation of an evidence‐based remote triaging system for assessment of suspected referrals and patients with head and neck cancer on follow‐up after treatment during the COVID‐19 pandemic: Model for international collaboration. ...,27,
TREC-COVID,trec_covid,11,what are the guidelines for triaging patients infected with coronavirus?,02tomttb,-0.03538846,-0.17944793,0.122089855,29,50,-21,27.457513072754818,-1.4820042848587036,0,Caiu,"Lives on the line? Ethics and practicalities of duty of care in pandemics and disasters.. Pandemics and acute emergencies raise pressing medical, ethical and organisational challenges. These include global governance, priority setting, tria...",21,
TREC-COVID,trec_covid,11,what are the guidelines for triaging patients infected with coronavirus?,wyln1jpr,0.024978349,0.2766733,0.08612558,30,57,-27,27.427826629640848,-3.4606528282165527,0,Caiu,"Use of systemic therapies for psoriasis in the COVID-19 era.. BACKGROUND In late 2019 a viral pneumonia began to spread across the world. The viral disease, COVID-19, is now officially a pandemic, causing concern for the potential risk of s...",27,
TREC-COVID,trec_covid,11,what are the guidelines for triaging patients infected with coronavirus?,xp5lvnbp,0.027324997,0.285872,0.09782177,31,54,-23,27.427826629640848,-2.9250717163085938,0,Caiu,"Use of systemic therapies for psoriasis in the COVID-19 era. BACKGROUND: In late 2019 a viral pneumonia began to spread across the world. The viral disease, COVID-19, is now officially a pandemic, causing concern for the potential risk of s...",23,
TREC-COVID,trec_covid,11,what are the guidelines for triaging patients infected with coronavirus?,4wun87cj,0.19286305,-0.008285694,0.14308456,32,45,-13,27.309971638887966,-0.9959918260574341,0,Caiu,"GEICAM Guidelines for the Management of Patients with Breast Cancer During Spain's COVID-19 Pandemic. Breast cancer (BC) is the most common cancer in women in Spain. During the COVID-19 pandemic caused by the SARS-Cov-2 virus, patients with...",13,
