dataset,dataset_slug,query_id,query_text,doc_id,x,y,z,bm25_rank,rerank_rank,rank_gain,bm25_score,reranker_score,relevance,visual_group,preview,abs_rank_gain,label,direction
SciFact,scifact,1382,aPKCz causes tumour enhancement by affecting glutamine metabolism.,8460275,0.06655102,0.09639872,0.29163456,57,10,47,9.34715580807424,-4.4785590171813965,0,Top reranker,"The Utilization of Extracellular Proteins as Nutrients Is Suppressed by mTORC1. Despite being surrounded by diverse nutrients, mammalian cells preferentially metabolize glucose and free amino acids. Recently, Ras-induced macropinocytosis of...",47,8460275,Subiu
SciFact,scifact,1382,aPKCz causes tumour enhancement by affecting glutamine metabolism.,23887844,0.25157872,0.225869,-0.044722006,59,17,42,9.258182432038886,-5.6003594398498535,0,Subiu,"Glucose Metabolism Inhibits Apoptosis in Neurons and Cancer Cells by Redox Inactivation of Cytochrome c. Neurons and cancer cells use glucose extensively, yet the precise advantage of this adaptation remains unclear. These two seemingly dis...",42,23887844,Subiu
SciFact,scifact,1382,aPKCz causes tumour enhancement by affecting glutamine metabolism.,33912748,0.14066844,-0.13651909,-0.10242289,58,22,36,9.306736504979582,-6.674319744110107,0,Subiu,Pathologic indicators of degradation and inflammation in human osteoarthritic cartilage are abrogated by exposure to n-3 fatty acids.. OBJECTIVE To determine if n-3 polyunsaturated fatty acid (PUFA) supplementation (versus treatment with n-...,36,33912748,Subiu
SciFact,scifact,1382,aPKCz causes tumour enhancement by affecting glutamine metabolism.,31933981,-0.22084169,0.086404,0.059978243,60,27,33,9.247346628003394,-7.34212589263916,0,Subiu,Serum amyloid A: An acute-phase protein involved in tumour pathogenesis. The synthesis of acute-phase protein serum amyloid A (SAA) is largely regulated by inflammation- associated cytokines and a high concentration of circulating SAA may r...,33,31933981,Subiu
SciFact,scifact,1382,aPKCz causes tumour enhancement by affecting glutamine metabolism.,1686997,0.14182241,0.29780903,-0.07432933,46,19,27,9.836399783240106,-6.065588474273682,0,Subiu,"6-phosphogluconate dehydrogenase links oxidative PPP, lipogenesis and tumor growth by inhibiting LKB1-AMPK signaling. The oxidative pentose phosphate pathway (PPP) contributes to tumour growth, but the precise contribution of 6-phosphogluco...",27,,Subiu
SciFact,scifact,1382,aPKCz causes tumour enhancement by affecting glutamine metabolism.,9315213,0.105920315,-0.04232149,-0.39293396,53,26,27,9.441634004230927,-7.269625186920166,0,Subiu,Fibroblast Growth Factor 21 Prevents Atherosclerosis by Suppression of Hepatic Sterol Regulatory Element-Binding Protein-2 and Induction of Adiponectin in Mice. BACKGROUND Fibroblast growth factor 21 (FGF21) is a metabolic hormone with plei...,27,,Subiu
SciFact,scifact,1382,aPKCz causes tumour enhancement by affecting glutamine metabolism.,14340571,-0.05061262,-0.33218658,0.047615428,41,20,21,10.015626116700606,-6.1481499671936035,0,Subiu,"The Molecular Basis for Oat Intolerance in Patients with Celiac Disease. Background  Celiac disease is a small intestinal inflammatory disorder characterized by malabsorption, nutrient deficiency, and a range of clinical manifestations. It ...",21,,Subiu
SciFact,scifact,1382,aPKCz causes tumour enhancement by affecting glutamine metabolism.,797114,0.34752104,-0.055091463,-0.34645107,51,32,19,9.516831898550342,-7.575529098510742,0,Subiu,A mitochondrially targeted compound delays aging in yeast through a mechanism linking mitochondrial membrane lipid metabolism to mitochondrial redox biology☆. A recent study revealed a mechanism of delaying aging in yeast by a natural compo...,19,,Subiu
SciFact,scifact,1382,aPKCz causes tumour enhancement by affecting glutamine metabolism.,27134527,0.086849414,-0.06698449,0.17547841,50,33,17,9.521238215308319,-7.628944396972656,0,Subiu,The growing landscape of lysine acetylation links metabolism and cell signalling. Lysine acetylation is a conserved protein post-translational modification that links acetyl-coenzyme A metabolism and cellular signalling. Recent advances in ...,17,,Subiu
SciFact,scifact,1382,aPKCz causes tumour enhancement by affecting glutamine metabolism.,17412260,-0.21278343,0.08177853,-0.16678189,54,39,15,9.365043213796834,-7.864673137664795,0,Subiu,A complex secretory program orchestrated by the inflammasome controls paracrine senescence. Oncogene-induced senescence (OIS) is crucial for tumour suppression. Senescent cells implement a complex pro-inflammatory response termed the senesc...,15,,Subiu
SciFact,scifact,1382,aPKCz causes tumour enhancement by affecting glutamine metabolism.,35543846,0.15407208,0.25025356,-0.19085924,33,18,15,10.737312861684133,-5.648392200469971,0,Subiu,"Metabolic analysis of senescent human fibroblasts reveals a role for AMP in cellular senescence.. Cellular senescence is considered a major tumour-suppressor mechanism in mammals, and many oncogenic insults, such as the activation of the ra...",15,,Subiu
SciFact,scifact,1382,aPKCz causes tumour enhancement by affecting glutamine metabolism.,4429932,-0.03933069,0.364324,-0.15458724,44,29,15,9.881972219242542,-7.356804847717285,0,Subiu,"Lysyl oxidase is essential for hypoxia-induced metastasis. Metastasis is a multistep process responsible for most cancer deaths, and it can be influenced by both the immediate microenvironment (cell–cell or cell–matrix interactions) and the...",15,,Subiu
SciFact,scifact,1382,aPKCz causes tumour enhancement by affecting glutamine metabolism.,17755060,0.16885982,0.24566846,0.20109646,15,1,14,13.35018259940736,1.3013074398040771,1,Relevante no qrels,Control of Nutrient Stress-Induced Metabolic Reprogramming by PKCζ in Tumorigenesis. Tumor cells have high-energetic and anabolic needs and are known to adapt their metabolism to be able to survive and keep proliferating under conditions of...,14,17755060,Subiu
SciFact,scifact,1382,aPKCz causes tumour enhancement by affecting glutamine metabolism.,9909405,-0.58958596,-0.036014628,0.10020116,55,42,13,9.363800488745365,-8.053156852722168,0,Subiu,"ImmTACs for targeted cancer therapy: Why, what, how, and which.. Overcoming immunosuppression and activating a cytotoxic T cell response has the potential to halt the progression of cancer and, in some circumstances, eradicate it. Designing...",13,,Subiu
SciFact,scifact,1382,aPKCz causes tumour enhancement by affecting glutamine metabolism.,27647593,0.04646028,0.37110844,-0.16164808,14,3,11,13.417825399132727,-1.939718246459961,0,Top reranker,"Stromal-epithelial metabolic coupling in cancer: integrating autophagy and metabolism in the tumor microenvironment.. Cancer cells do not exist as pure homogeneous populations in vivo. Instead they are embedded in ""cancer cell nests"" that a...",11,27647593,Subiu
SciFact,scifact,1382,aPKCz causes tumour enhancement by affecting glutamine metabolism.,5785219,0.41295597,-0.13073018,0.016912872,47,38,9,9.825671684303423,-7.8337225914001465,0,Subiu,Modulation of glucose metabolism in macrophages by products of nitric oxide synthase.. Nitric oxide (NO) is a product of L-arginine metabolism that suppresses cellular oxidative metabolism through the inhibition of tricarboxylic acid cycle ...,9,,Subiu
SciFact,scifact,1382,aPKCz causes tumour enhancement by affecting glutamine metabolism.,3504761,0.0572127,0.06735408,-0.1585212,30,21,9,11.046910362948097,-6.348647594451904,0,Subiu,"TAK1-mediated autophagy and fatty acid oxidation prevent hepatosteatosis and tumorigenesis.. The MAP kinase kinase kinase TGFβ-activated kinase 1 (TAK1) is activated by TLRs, IL-1, TNF, and TGFβ and in turn activates IKK-NF-κB and JNK, whic...",9,,Subiu
SciFact,scifact,1382,aPKCz causes tumour enhancement by affecting glutamine metabolism.,2014909,-0.3567508,0.23475507,0.04343763,39,30,9,10.23833212924265,-7.4510698318481445,0,Subiu,Oncogenic mTOR signaling recruits myeloid-derived suppressor cells to promote tumor initiation. Myeloid-derived suppressor cells (MDSCs) play critical roles in primary and metastatic cancer progression. MDSC regulation is widely variable ev...,9,,Subiu
SciFact,scifact,1382,aPKCz causes tumour enhancement by affecting glutamine metabolism.,2613411,-0.27853224,0.2917512,-0.128098,45,37,8,9.85262188853564,-7.770162105560303,0,Subiu,"Cell cycle, CDKs and cancer: a changing paradigm. Tumour-associated cell cycle defects are often mediated by alterations in cyclin-dependent kinase (CDK) activity. Misregulated CDKs induce unscheduled proliferation as well as genomic and ch...",8,,Subiu
SciFact,scifact,1382,aPKCz causes tumour enhancement by affecting glutamine metabolism.,25513319,0.00845525,0.16101263,0.23022465,13,6,7,13.528015173348935,-3.8651840686798096,0,Top reranker,Coactivator SRC-2-dependent metabolic reprogramming mediates prostate cancer survival and metastasis.. Metabolic pathway reprogramming is a hallmark of cancer cell growth and survival and supports the anabolic and energetic demands of these...,7,25513319,Subiu
