dataset,dataset_slug,query_id,query_text,doc_id,x,y,z,bm25_rank,rerank_rank,rank_gain,bm25_score,reranker_score,relevance,visual_group,preview,abs_rank_gain,label
NF-Corpus,nfcorpus,PLAIN-3151,Too Much Iodine Can Be as Bad as Too Little,MED-4595,0.028115664,0.1044471,0.036750086,1,11,-10,32.16825377048733,-4.922406196594238,0,Caiu,"Too much of too little: xylitol, an unusual trigger of a chronic metabolic hyperchloremic acidosis.. Homeopathic globules are frequently used in children as a first-line treatment. Most of these globules are coated with sugar substitutes li...",10,
NF-Corpus,nfcorpus,PLAIN-3151,Too Much Iodine Can Be as Bad as Too Little,MED-4560,-0.28801432,-0.07142592,-0.00032135876,2,35,-33,26.29334817764368,-9.611822128295898,0,Caiu,Preventing and arresting coronary atherosclerosis.. The good news about coronary atherosclerosis is that it takes an awful lot of plaque before symptoms of myocardial ischemia occur. The bad news is that despite the need for large quantitie...,33,
NF-Corpus,nfcorpus,PLAIN-3151,Too Much Iodine Can Be as Bad as Too Little,MED-2763,-0.056525797,-0.41610053,-0.4278633,3,55,-52,25.997824215476772,-10.158109664916992,0,Caiu,"Facing the facelessness of public health: what's the public got to do with it?. Despite compelling statistics that show we could eliminate 80%of all heart disease and strokes, 90% of all diabetes, and 60% of all cancers with basic lifestyle...",52,MED-2763
NF-Corpus,nfcorpus,PLAIN-3151,Too Much Iodine Can Be as Bad as Too Little,MED-1513,-0.16238959,-0.4078662,-0.13577785,4,21,-17,21.92153106373525,-8.293347358703613,0,Caiu,"Too Much Sitting: The Population-Health Science of Sedentary Behavior. Even when adults meet physical activity guidelines, sitting for prolonged periods can compromise metabolic health. TV time and objective-measurement studies show deleter...",17,
NF-Corpus,nfcorpus,PLAIN-3151,Too Much Iodine Can Be as Bad as Too Little,MED-1625,-0.21818304,-0.060634255,0.05663367,5,22,-17,19.85551984374934,-8.405416488647461,0,Caiu,Sugar substitutes: Health controversy over perceived benefits. Sugar is an inseparable part of the food we consume. But too much sugar is not ideal for our teeth and waistline. There have been some controversial suggestions that excessive s...,17,
NF-Corpus,nfcorpus,PLAIN-3151,Too Much Iodine Can Be as Bad as Too Little,MED-4107,0.06494164,-0.42420748,0.09881068,6,2,4,19.752168730294446,-3.6453804969787598,0,Top reranker,"Sodium and potassium intakes among US adults: NHANES 2003–2008. Background: The American Heart Association (AHA), Institute of Medicine (IOM), and US Departments of Health and Human Services and Agriculture (USDA) Dietary Guidelines for Ame...",4,MED-4107
NF-Corpus,nfcorpus,PLAIN-3151,Too Much Iodine Can Be as Bad as Too Little,MED-3601,0.14962508,0.0062101856,-0.515875,7,46,-39,17.8973572824391,-9.970094680786133,0,Caiu,"Children as guinea pigs: historical perspective.. Experimentation involving children is not a new phenomenon. Children have been used as research subjects in a diverse set of experiments, including the trials of new vaccines and sera, in ef...",39,MED-3601
NF-Corpus,nfcorpus,PLAIN-3151,Too Much Iodine Can Be as Bad as Too Little,MED-4668,0.4433748,-0.21721649,0.15272084,8,7,1,17.78326238300729,-4.5044169425964355,0,Top reranker,"Cretinism revisited.. Endemic cretinism includes two syndromes: a more common neurological disorder with brain damage, deaf mutism, squint and spastic paresis of the legs and a less common syndrome of severe hypothyroidism, growth retardati...",1,MED-4668
NF-Corpus,nfcorpus,PLAIN-3151,Too Much Iodine Can Be as Bad as Too Little,MED-1540,-0.15368599,-0.04717334,-0.17588255,9,57,-48,17.562426959978374,-10.1693115234375,0,Caiu,Vegetarian diets: what do we know of their effects on common chronic diseases?. A number of studies have evaluated the health of vegetarians. Others have studied the health effects of foods that are preferred or avoided by vegetarians. The ...,48,MED-1540
NF-Corpus,nfcorpus,PLAIN-3151,Too Much Iodine Can Be as Bad as Too Little,MED-4660,0.4470135,0.11577936,0.3563229,10,1,9,17.25719889248311,-2.712937593460083,2,Relevante no qrels,"Variability of iodine content in common commercially available edible seaweeds.. Dietary seaweeds, common in Asia and in Asian restaurants, have become established as part of popular international cuisine. To understand the possibility for ...",9,MED-4660
