dataset,dataset_slug,query_id,query_text,doc_id,x,y,z,bm25_rank,rerank_rank,rank_gain,bm25_score,reranker_score,relevance,visual_group,preview,abs_rank_gain,label
SciFact,scifact,294,Crossover hot spots are not found within gene promoters in Saccharomyces cerevisiae.,10874408,-0.09857751,-0.32523915,0.29903418,1,11,-10,32.69481213694644,-5.5232696533203125,1,Relevante no qrels,"Mapping Meiotic Single-Strand DNA Reveals a New Landscape of DNA Double-Strand Breaks in Saccharomyces cerevisiae. DNA double-strand breaks (DSBs), which are formed by the Spo11 protein, initiate meiotic recombination. Previous DSB-mapping ...",10,10874408
SciFact,scifact,294,Crossover hot spots are not found within gene promoters in Saccharomyces cerevisiae.,32638085,0.09286951,-0.17178534,-0.36716732,2,2,0,25.27320172690973,-3.933197498321533,0,Top 5 BM25 e BGE,"Histone acetylation and deacetylation in yeast. Histone acetylation and deacetylation in the yeast Saccharomyces cerevisiae occur by targeting acetyltransferase and deacetylase enzymes to gene promoters and, in an untargeted and global mann...",0,32638085
SciFact,scifact,294,Crossover hot spots are not found within gene promoters in Saccharomyces cerevisiae.,21170174,-0.26792032,-0.35930866,0.45684904,3,22,-19,24.62408140771965,-5.99862813949585,0,Caiu,"Crossover and noncrossover pathways in mouse meiosis.. During meiosis, recombination between homologous chromosomes generates crossover (CR) and noncrossover (NCR) products. CRs establish connections between homologs, whereas intermediates ...",19,
SciFact,scifact,294,Crossover hot spots are not found within gene promoters in Saccharomyces cerevisiae.,16237005,-0.035381388,0.21993117,-0.18039665,4,45,-41,23.595223460848967,-7.356347560882568,0,Caiu,"Single-RNA counting reveals alternative modes of gene expression in yeast. Proper execution of transcriptional programs is a key requirement of gene expression regulation, demanding accurate control of timing and amplitude. How precisely th...",41,16237005
SciFact,scifact,294,Crossover hot spots are not found within gene promoters in Saccharomyces cerevisiae.,9704467,-0.06998159,0.09046449,0.0751538,5,40,-35,23.231474020649035,-6.9044365882873535,0,Caiu,"in polyploid species. We developed the Yeast Gene Order Browser (YGOB; http://wolfe.gen.tcd.ie/ygob) to facilitate visual comparisons and computational analysis of synteny relationships in yeasts. The data presented in YGOB, currently cover...",35,9704467
SciFact,scifact,294,Crossover hot spots are not found within gene promoters in Saccharomyces cerevisiae.,23604601,0.09774646,0.06495212,-0.018317882,6,18,-12,22.460448240983695,-5.897170066833496,0,Caiu,Post-transcriptional regulation of IME1 determines initiation of meiosis in Saccharomyces cerevisiae.. The IME1 gene of Saccharomyces cerevisiae is required for initiation of meiosis. Transcription of IME1 is detected under conditions which...,12,
SciFact,scifact,294,Crossover hot spots are not found within gene promoters in Saccharomyces cerevisiae.,3514072,-0.33495873,0.14648126,-0.21483488,7,48,-41,22.26949650180476,-7.886744499206543,0,Caiu,High-resolution mapping of open chromatin in the rice genome.. Gene expression is controlled by the complex interaction of transcription factors binding to promoters and other regulatory DNA elements. One common characteristic of the genomi...,41,3514072
SciFact,scifact,294,Crossover hot spots are not found within gene promoters in Saccharomyces cerevisiae.,42267740,0.05958809,-0.24291882,-0.040690638,8,32,-24,22.26407607922896,-6.521107196807861,0,Caiu,Methylation of histone H3 lysine-79 by Dot1p plays multiple roles in the response to UV damage in Saccharomyces cerevisiae.. Various proteins have been found to play roles in both the repair of UV damaged DNA and heterochromatin-mediated si...,24,
SciFact,scifact,294,Crossover hot spots are not found within gene promoters in Saccharomyces cerevisiae.,13949015,-0.26644722,0.17205086,0.22724962,9,55,-46,21.366330948454234,-9.228707313537598,0,Caiu,"LINE-1 Retrotransposition Activity in Human Genomes. Highly active (i.e., ""hot"") long interspersed element-1 (LINE-1 or L1) sequences comprise the bulk of retrotransposition activity in the human genome; however, the abundance of hot L1s in...",46,13949015
SciFact,scifact,294,Crossover hot spots are not found within gene promoters in Saccharomyces cerevisiae.,43752562,0.16541879,0.2609117,0.025213722,10,20,-10,20.150193461246857,-5.930355548858643,0,Caiu,"Phospholipid synthesis and lipid composition of subcellular membranes in the unicellular eukaryote Saccharomyces cerevisiae.. Subcellular membranes of Saccharomyces cerevisiae, including mitochondria, microsomes, plasma membranes, secretory...",10,
