dataset,query_id,candidate_recall@100
SciFact,1,0.0
SciFact,3,1.0
SciFact,5,1.0
SciFact,13,1.0
SciFact,36,1.0
SciFact,42,1.0
SciFact,48,1.0
SciFact,49,1.0
SciFact,50,1.0
SciFact,51,1.0
SciFact,53,1.0
SciFact,54,1.0
SciFact,56,1.0
SciFact,57,1.0
SciFact,70,1.0
SciFact,72,1.0
SciFact,75,1.0
SciFact,94,1.0
SciFact,99,1.0
SciFact,100,1.0
SciFact,113,1.0
SciFact,115,1.0
SciFact,118,1.0
SciFact,124,1.0
SciFact,127,1.0
SciFact,128,1.0
SciFact,129,1.0
SciFact,130,1.0
SciFact,132,0.0
SciFact,133,0.8
SciFact,137,1.0
SciFact,141,1.0
SciFact,142,1.0
SciFact,143,1.0
SciFact,146,1.0
SciFact,148,1.0
SciFact,163,1.0
SciFact,171,1.0
SciFact,179,0.75
SciFact,180,1.0
SciFact,183,1.0
SciFact,185,1.0
SciFact,198,1.0
SciFact,208,1.0
SciFact,212,1.0
SciFact,213,1.0
SciFact,216,1.0
SciFact,217,1.0
SciFact,218,1.0
SciFact,219,1.0
SciFact,230,1.0
SciFact,232,1.0
SciFact,233,1.0
SciFact,236,1.0
SciFact,237,1.0
SciFact,238,1.0
SciFact,239,0.0
SciFact,248,1.0
SciFact,249,1.0
SciFact,261,0.5
SciFact,268,1.0
SciFact,269,1.0
SciFact,274,1.0
SciFact,275,0.6666666666666666
SciFact,279,1.0
SciFact,294,1.0
SciFact,295,1.0
SciFact,298,1.0
SciFact,300,1.0
SciFact,303,1.0
SciFact,312,1.0
SciFact,314,1.0
SciFact,324,1.0
SciFact,327,1.0
SciFact,338,1.0
SciFact,343,1.0
SciFact,350,1.0
SciFact,354,1.0
SciFact,362,1.0
SciFact,380,1.0
SciFact,384,1.0
SciFact,385,1.0
SciFact,386,1.0
SciFact,388,1.0
SciFact,399,1.0
SciFact,410,1.0
SciFact,411,1.0
SciFact,415,1.0
SciFact,421,0.0
SciFact,431,0.0
SciFact,436,1.0
SciFact,437,0.0
SciFact,439,1.0
SciFact,440,1.0
SciFact,443,1.0
SciFact,452,0.5
SciFact,475,1.0
SciFact,478,1.0
SciFact,491,1.0
SciFact,501,1.0
SciFact,502,0.0
SciFact,507,1.0
SciFact,508,1.0
SciFact,513,1.0
SciFact,514,1.0
SciFact,516,1.0
SciFact,517,1.0
SciFact,521,1.0
SciFact,525,1.0
SciFact,527,1.0
SciFact,528,1.0
SciFact,532,1.0
SciFact,533,1.0
SciFact,535,0.0
SciFact,536,1.0
SciFact,539,1.0
SciFact,540,1.0
SciFact,544,1.0
SciFact,549,1.0
SciFact,551,1.0
SciFact,552,1.0
SciFact,554,1.0
SciFact,560,0.0
SciFact,569,1.0
SciFact,575,1.0
SciFact,577,0.0
SciFact,578,1.0
SciFact,587,1.0
SciFact,589,1.0
SciFact,593,1.0
SciFact,597,1.0
SciFact,598,1.0
SciFact,613,1.0
SciFact,619,0.5
SciFact,623,1.0
SciFact,628,1.0
SciFact,636,1.0
SciFact,637,1.0
SciFact,641,1.0
SciFact,644,1.0
SciFact,649,1.0
SciFact,659,1.0
SciFact,660,1.0
SciFact,674,1.0
SciFact,684,1.0
SciFact,690,1.0
SciFact,691,1.0
SciFact,692,1.0
SciFact,693,1.0
SciFact,700,1.0
SciFact,702,1.0
SciFact,715,1.0
SciFact,716,0.0
SciFact,718,1.0
SciFact,721,1.0
SciFact,723,1.0
SciFact,727,1.0
SciFact,728,1.0
SciFact,729,1.0
SciFact,742,1.0
SciFact,743,1.0
SciFact,744,1.0
SciFact,756,1.0
SciFact,759,1.0
SciFact,768,1.0
SciFact,770,1.0
SciFact,775,0.0
SciFact,781,1.0
SciFact,783,1.0
SciFact,784,1.0
SciFact,785,1.0
SciFact,793,1.0
SciFact,800,0.0
SciFact,805,1.0
SciFact,808,1.0
SciFact,811,1.0
SciFact,814,1.0
SciFact,820,1.0
SciFact,821,1.0
SciFact,823,1.0
SciFact,830,1.0
SciFact,831,1.0
SciFact,832,1.0
SciFact,834,1.0
SciFact,837,1.0
SciFact,839,1.0
SciFact,845,1.0
SciFact,847,1.0
SciFact,852,1.0
SciFact,859,1.0
SciFact,870,0.0
SciFact,873,0.2
SciFact,879,1.0
SciFact,880,1.0
SciFact,882,1.0
SciFact,887,0.0
SciFact,903,1.0
SciFact,904,1.0
SciFact,907,1.0
SciFact,911,1.0
SciFact,913,0.0
SciFact,914,0.0
SciFact,921,1.0
SciFact,922,1.0
SciFact,936,1.0
SciFact,956,1.0
SciFact,957,1.0
SciFact,960,1.0
SciFact,967,1.0
SciFact,971,1.0
SciFact,975,0.0
SciFact,982,1.0
SciFact,985,1.0
SciFact,993,1.0
SciFact,1012,1.0
SciFact,1014,1.0
SciFact,1019,1.0
SciFact,1020,1.0
SciFact,1021,1.0
SciFact,1024,1.0
SciFact,1029,1.0
SciFact,1041,1.0
SciFact,1049,0.0
SciFact,1062,1.0
SciFact,1086,1.0
SciFact,1088,0.0
SciFact,1089,1.0
SciFact,1099,1.0
SciFact,1100,1.0
SciFact,1104,1.0
SciFact,1107,1.0
SciFact,1110,0.0
SciFact,1121,1.0
SciFact,1130,1.0
SciFact,1132,1.0
SciFact,1137,1.0
SciFact,1140,1.0
SciFact,1144,1.0
SciFact,1146,1.0
SciFact,1150,1.0
SciFact,1163,1.0
SciFact,1175,1.0
SciFact,1179,1.0
SciFact,1180,1.0
SciFact,1185,1.0
SciFact,1187,1.0
SciFact,1191,0.0
SciFact,1194,1.0
SciFact,1196,0.0
SciFact,1197,0.0
SciFact,1199,0.0
SciFact,1200,0.0
SciFact,1202,1.0
SciFact,1204,1.0
SciFact,1207,1.0
SciFact,1213,0.0
SciFact,1216,1.0
SciFact,1221,0.0
SciFact,1225,1.0
SciFact,1226,0.0
SciFact,1232,1.0
SciFact,1241,0.0
SciFact,1245,1.0
SciFact,1259,1.0
SciFact,1262,1.0
SciFact,1266,1.0
SciFact,1270,1.0
SciFact,1271,1.0
SciFact,1272,1.0
SciFact,1273,1.0
SciFact,1274,1.0
SciFact,1278,0.0
SciFact,1279,0.0
SciFact,1280,1.0
SciFact,1281,0.0
SciFact,1282,1.0
SciFact,1290,1.0
SciFact,1292,1.0
SciFact,1298,1.0
SciFact,1303,1.0
SciFact,1316,1.0
SciFact,1319,1.0
SciFact,1320,1.0
SciFact,1332,0.0
SciFact,1335,1.0
SciFact,1336,1.0
SciFact,1337,1.0
SciFact,1339,1.0
SciFact,1344,1.0
SciFact,1352,1.0
SciFact,1359,1.0
SciFact,1362,1.0
SciFact,1363,1.0
SciFact,1368,1.0
SciFact,1370,1.0
SciFact,1379,1.0
SciFact,1382,1.0
SciFact,1385,1.0
SciFact,1389,1.0
SciFact,1395,0.0
TREC-COVID,1,0.03296703296703297
TREC-COVID,2,0.10509554140127389
TREC-COVID,3,0.06050955414012739
TREC-COVID,4,0.022684310018903593
TREC-COVID,5,0.08306188925081433
TREC-COVID,6,0.04483837330552659
TREC-COVID,7,0.14345114345114346
TREC-COVID,8,0.06962025316455696
TREC-COVID,9,0.11518324607329843
TREC-COVID,10,0.14526315789473684
TREC-COVID,11,0.01927710843373494
TREC-COVID,12,0.04383116883116883
TREC-COVID,13,0.06343713956170703
TREC-COVID,14,0.15294117647058825
TREC-COVID,15,0.014184397163120567
TREC-COVID,16,0.09560723514211886
TREC-COVID,17,0.07634730538922156
TREC-COVID,18,0.10031847133757962
TREC-COVID,19,0.17117117117117117
TREC-COVID,20,0.10256410256410256
TREC-COVID,21,0.03650793650793651
TREC-COVID,22,0.1227106227106227
TREC-COVID,23,0.09973045822102426
TREC-COVID,24,0.1707920792079208
TREC-COVID,25,0.045368620037807186
TREC-COVID,26,0.05269922879177378
TREC-COVID,27,0.04004711425206125
TREC-COVID,28,0.11433756805807622
TREC-COVID,29,0.10099337748344371
TREC-COVID,30,0.22162162162162163
TREC-COVID,31,0.0679886685552408
TREC-COVID,32,0.027777777777777776
TREC-COVID,33,0.09608540925266904
TREC-COVID,34,0.06976744186046512
TREC-COVID,35,0.045871559633027525
TREC-COVID,36,0.12274959083469722
TREC-COVID,37,0.08888888888888889
TREC-COVID,38,0.04265402843601896
TREC-COVID,39,0.11395348837209303
TREC-COVID,40,0.16007194244604317
TREC-COVID,41,0.10289389067524116
TREC-COVID,42,0.2880658436213992
TREC-COVID,43,0.18972332015810275
TREC-COVID,44,0.10766045548654245
TREC-COVID,45,0.08312655086848635
TREC-COVID,46,0.08791208791208792
TREC-COVID,47,0.05476190476190476
TREC-COVID,48,0.07657657657657657
TREC-COVID,49,0.06072874493927125
TREC-COVID,50,0.12408759124087591
NF-Corpus,PLAIN-2,0.6666666666666666
NF-Corpus,PLAIN-12,0.1
NF-Corpus,PLAIN-23,0.13333333333333333
NF-Corpus,PLAIN-33,0.09375
NF-Corpus,PLAIN-44,0.20689655172413793
NF-Corpus,PLAIN-56,0.12
NF-Corpus,PLAIN-68,0.18181818181818182
NF-Corpus,PLAIN-78,0.0967741935483871
NF-Corpus,PLAIN-91,0.15625
NF-Corpus,PLAIN-102,0.041666666666666664
NF-Corpus,PLAIN-112,0.10714285714285714
NF-Corpus,PLAIN-123,0.09803921568627451
NF-Corpus,PLAIN-133,0.027777777777777776
NF-Corpus,PLAIN-143,0.0784313725490196
NF-Corpus,PLAIN-153,0.23404255319148937
NF-Corpus,PLAIN-165,0.3055555555555556
NF-Corpus,PLAIN-175,0.10810810810810811
NF-Corpus,PLAIN-186,0.041666666666666664
NF-Corpus,PLAIN-196,0.10144927536231885
NF-Corpus,PLAIN-207,0.2909090909090909
NF-Corpus,PLAIN-217,0.05555555555555555
NF-Corpus,PLAIN-227,0.025
NF-Corpus,PLAIN-238,0.037037037037037035
NF-Corpus,PLAIN-248,0.16129032258064516
NF-Corpus,PLAIN-259,0.21428571428571427
NF-Corpus,PLAIN-270,0.25
NF-Corpus,PLAIN-280,0.4
NF-Corpus,PLAIN-291,0.3076923076923077
NF-Corpus,PLAIN-307,1.0
NF-Corpus,PLAIN-320,0.16666666666666666
NF-Corpus,PLAIN-332,0.5
NF-Corpus,PLAIN-344,0.11475409836065574
NF-Corpus,PLAIN-358,0.0
NF-Corpus,PLAIN-371,0.5
NF-Corpus,PLAIN-383,0.2
NF-Corpus,PLAIN-395,0.0
NF-Corpus,PLAIN-407,0.6666666666666666
NF-Corpus,PLAIN-418,0.6666666666666666
NF-Corpus,PLAIN-430,0.625
NF-Corpus,PLAIN-441,1.0
NF-Corpus,PLAIN-457,0.0
NF-Corpus,PLAIN-468,0.6
NF-Corpus,PLAIN-478,0.0
NF-Corpus,PLAIN-488,0.7333333333333333
NF-Corpus,PLAIN-499,0.14705882352941177
NF-Corpus,PLAIN-510,0.0
NF-Corpus,PLAIN-520,0.0
NF-Corpus,PLAIN-531,0.06818181818181818
NF-Corpus,PLAIN-541,0.5
NF-Corpus,PLAIN-551,0.0
NF-Corpus,PLAIN-561,0.08
NF-Corpus,PLAIN-571,0.2857142857142857
NF-Corpus,PLAIN-583,0.0
NF-Corpus,PLAIN-593,0.3333333333333333
NF-Corpus,PLAIN-603,0.0
NF-Corpus,PLAIN-613,0.2
NF-Corpus,PLAIN-623,0.07317073170731707
NF-Corpus,PLAIN-634,0.047619047619047616
NF-Corpus,PLAIN-645,0.0
NF-Corpus,PLAIN-660,0.09473684210526316
NF-Corpus,PLAIN-671,1.0
NF-Corpus,PLAIN-681,1.0
NF-Corpus,PLAIN-691,0.047619047619047616
NF-Corpus,PLAIN-701,0.5
NF-Corpus,PLAIN-711,0.05263157894736842
NF-Corpus,PLAIN-721,0.72
NF-Corpus,PLAIN-731,0.4444444444444444
NF-Corpus,PLAIN-741,0.42105263157894735
NF-Corpus,PLAIN-751,0.0
NF-Corpus,PLAIN-761,0.16666666666666666
NF-Corpus,PLAIN-771,1.0
NF-Corpus,PLAIN-782,0.0
NF-Corpus,PLAIN-792,0.5
NF-Corpus,PLAIN-806,0.25
NF-Corpus,PLAIN-817,0.0
NF-Corpus,PLAIN-827,0.0860655737704918
NF-Corpus,PLAIN-838,0.7777777777777778
NF-Corpus,PLAIN-850,0.08771929824561403
NF-Corpus,PLAIN-872,0.0
NF-Corpus,PLAIN-882,0.13333333333333333
NF-Corpus,PLAIN-892,0.11956521739130435
NF-Corpus,PLAIN-902,0.5
NF-Corpus,PLAIN-913,0.2647058823529412
NF-Corpus,PLAIN-924,0.03125
NF-Corpus,PLAIN-934,0.3564356435643564
NF-Corpus,PLAIN-946,0.06451612903225806
NF-Corpus,PLAIN-956,0.16019417475728157
NF-Corpus,PLAIN-966,0.3333333333333333
NF-Corpus,PLAIN-977,0.3333333333333333
NF-Corpus,PLAIN-987,0.3333333333333333
NF-Corpus,PLAIN-997,0.0
NF-Corpus,PLAIN-1008,0.0
NF-Corpus,PLAIN-1018,0.13333333333333333
NF-Corpus,PLAIN-1028,0.0
NF-Corpus,PLAIN-1039,1.0
NF-Corpus,PLAIN-1050,0.010638297872340425
NF-Corpus,PLAIN-1066,0.0
NF-Corpus,PLAIN-1088,0.4
NF-Corpus,PLAIN-1098,0.0
NF-Corpus,PLAIN-1109,0.12244897959183673
NF-Corpus,PLAIN-1119,0.0
NF-Corpus,PLAIN-1130,1.0
NF-Corpus,PLAIN-1141,0.1875
NF-Corpus,PLAIN-1151,0.06535947712418301
NF-Corpus,PLAIN-1161,0.0
NF-Corpus,PLAIN-1172,0.05263157894736842
NF-Corpus,PLAIN-1183,0.08
NF-Corpus,PLAIN-1193,0.4444444444444444
NF-Corpus,PLAIN-1203,0.16666666666666666
NF-Corpus,PLAIN-1214,0.0
NF-Corpus,PLAIN-1225,0.37037037037037035
NF-Corpus,PLAIN-1236,0.2
NF-Corpus,PLAIN-1249,0.0
NF-Corpus,PLAIN-1262,0.3
NF-Corpus,PLAIN-1275,0.10909090909090909
NF-Corpus,PLAIN-1288,0.05102040816326531
NF-Corpus,PLAIN-1299,0.04918032786885246
NF-Corpus,PLAIN-1309,0.0
NF-Corpus,PLAIN-1320,0.5
NF-Corpus,PLAIN-1331,0.0
NF-Corpus,PLAIN-1342,0.3125
NF-Corpus,PLAIN-1353,0.0
NF-Corpus,PLAIN-1363,0.09090909090909091
NF-Corpus,PLAIN-1374,0.11538461538461539
NF-Corpus,PLAIN-1387,0.6666666666666666
NF-Corpus,PLAIN-1398,0.27184466019417475
NF-Corpus,PLAIN-1409,0.023715415019762844
NF-Corpus,PLAIN-1419,0.03076923076923077
NF-Corpus,PLAIN-1429,0.0
NF-Corpus,PLAIN-1441,0.12903225806451613
NF-Corpus,PLAIN-1453,0.10612244897959183
NF-Corpus,PLAIN-1463,0.375
NF-Corpus,PLAIN-1473,1.0
NF-Corpus,PLAIN-1485,0.0
NF-Corpus,PLAIN-1496,0.0
NF-Corpus,PLAIN-1506,0.13333333333333333
NF-Corpus,PLAIN-1516,0.0
NF-Corpus,PLAIN-1527,0.15841584158415842
NF-Corpus,PLAIN-1537,0.2
NF-Corpus,PLAIN-1547,0.0
NF-Corpus,PLAIN-1557,0.15384615384615385
NF-Corpus,PLAIN-1568,1.0
NF-Corpus,PLAIN-1579,0.2
NF-Corpus,PLAIN-1590,0.2222222222222222
NF-Corpus,PLAIN-1601,0.22972972972972974
NF-Corpus,PLAIN-1611,0.0
NF-Corpus,PLAIN-1621,0.0
NF-Corpus,PLAIN-1635,0.14617169373549885
NF-Corpus,PLAIN-1645,0.16666666666666666
NF-Corpus,PLAIN-1656,0.03571428571428571
