dataset,query_id,candidate_recall@100
SciFact,1,0.0
SciFact,3,1.0
SciFact,5,1.0
SciFact,13,1.0
SciFact,36,1.0
SciFact,42,1.0
SciFact,48,1.0
SciFact,49,1.0
SciFact,50,1.0
SciFact,51,1.0
SciFact,53,1.0
SciFact,54,1.0
SciFact,56,1.0
SciFact,57,1.0
SciFact,70,1.0
SciFact,72,1.0
SciFact,75,1.0
SciFact,94,1.0
SciFact,99,1.0
SciFact,100,1.0
SciFact,113,1.0
SciFact,115,1.0
SciFact,118,1.0
SciFact,124,1.0
SciFact,127,1.0
SciFact,128,1.0
SciFact,129,1.0
SciFact,130,1.0
SciFact,132,0.0
SciFact,133,0.8
SciFact,137,1.0
SciFact,141,1.0
SciFact,142,1.0
SciFact,143,1.0
SciFact,146,1.0
SciFact,148,1.0
SciFact,163,1.0
SciFact,171,1.0
SciFact,179,0.75
SciFact,180,1.0
SciFact,183,1.0
SciFact,185,1.0
SciFact,198,1.0
SciFact,208,1.0
SciFact,212,1.0
SciFact,213,1.0
SciFact,216,1.0
SciFact,217,1.0
SciFact,218,1.0
SciFact,219,1.0
SciFact,230,1.0
SciFact,232,1.0
SciFact,233,1.0
SciFact,236,1.0
SciFact,237,1.0
SciFact,238,1.0
SciFact,239,0.0
SciFact,248,1.0
SciFact,249,1.0
SciFact,261,0.5
SciFact,268,1.0
SciFact,269,1.0
SciFact,274,1.0
SciFact,275,0.6666666666666666
SciFact,279,1.0
SciFact,294,1.0
SciFact,295,1.0
SciFact,298,1.0
SciFact,300,1.0
SciFact,303,1.0
SciFact,312,1.0
SciFact,314,1.0
SciFact,324,1.0
SciFact,327,1.0
SciFact,338,1.0
SciFact,343,1.0
SciFact,350,1.0
SciFact,354,1.0
SciFact,362,1.0
SciFact,380,1.0
SciFact,384,1.0
SciFact,385,1.0
SciFact,386,1.0
SciFact,388,1.0
SciFact,399,1.0
SciFact,410,1.0
SciFact,411,1.0
SciFact,415,1.0
SciFact,421,0.0
SciFact,431,0.0
SciFact,436,1.0
SciFact,437,0.0
SciFact,439,1.0
SciFact,440,1.0
SciFact,443,1.0
SciFact,452,0.5
SciFact,475,1.0
SciFact,478,1.0
SciFact,491,1.0
SciFact,501,1.0
SciFact,502,0.0
SciFact,507,1.0
SciFact,508,1.0
SciFact,513,1.0
SciFact,514,1.0
SciFact,516,1.0
SciFact,517,1.0
SciFact,521,1.0
SciFact,525,1.0
SciFact,527,1.0
SciFact,528,1.0
SciFact,532,1.0
SciFact,533,1.0
SciFact,535,0.0
SciFact,536,1.0
SciFact,539,1.0
SciFact,540,1.0
SciFact,544,1.0
SciFact,549,1.0
SciFact,551,1.0
SciFact,552,1.0
SciFact,554,1.0
SciFact,560,0.0
SciFact,569,1.0
SciFact,575,1.0
SciFact,577,0.0
SciFact,578,1.0
SciFact,587,1.0
SciFact,589,1.0
SciFact,593,1.0
SciFact,597,1.0
SciFact,598,1.0
SciFact,613,1.0
SciFact,619,0.5
SciFact,623,1.0
SciFact,628,1.0
SciFact,636,1.0
SciFact,637,1.0
SciFact,641,1.0
SciFact,644,1.0
SciFact,649,1.0
SciFact,659,1.0
SciFact,660,1.0
SciFact,674,1.0
SciFact,684,1.0
SciFact,690,1.0
SciFact,691,1.0
SciFact,692,1.0
SciFact,693,1.0
SciFact,700,1.0
SciFact,702,1.0
SciFact,715,1.0
SciFact,716,0.0
SciFact,718,1.0
SciFact,721,1.0
SciFact,723,1.0
SciFact,727,1.0
SciFact,728,1.0
SciFact,729,1.0
SciFact,742,1.0
SciFact,743,1.0
SciFact,744,1.0
SciFact,756,1.0
SciFact,759,1.0
SciFact,768,1.0
SciFact,770,1.0
SciFact,775,0.0
SciFact,781,1.0
SciFact,783,1.0
SciFact,784,1.0
SciFact,785,1.0
SciFact,793,1.0
SciFact,800,0.0
SciFact,805,1.0
SciFact,808,1.0
SciFact,811,1.0
SciFact,814,1.0
SciFact,820,1.0
SciFact,821,1.0
SciFact,823,1.0
SciFact,830,1.0
SciFact,831,1.0
SciFact,832,1.0
SciFact,834,1.0
SciFact,837,1.0
SciFact,839,1.0
SciFact,845,1.0
SciFact,847,1.0
SciFact,852,1.0
SciFact,859,1.0
SciFact,870,0.0
SciFact,873,0.2
SciFact,879,1.0
SciFact,880,1.0
SciFact,882,1.0
SciFact,887,0.0
SciFact,903,1.0
SciFact,904,1.0
SciFact,907,1.0
SciFact,911,1.0
SciFact,913,0.0
SciFact,914,0.0
SciFact,921,1.0
SciFact,922,1.0
SciFact,936,1.0
SciFact,956,1.0
SciFact,957,1.0
SciFact,960,1.0
SciFact,967,1.0
SciFact,971,1.0
SciFact,975,0.0
SciFact,982,1.0
SciFact,985,1.0
SciFact,993,1.0
SciFact,1012,1.0
SciFact,1014,1.0
SciFact,1019,1.0
SciFact,1020,1.0
SciFact,1021,1.0
SciFact,1024,1.0
SciFact,1029,1.0
SciFact,1041,1.0
SciFact,1049,0.0
SciFact,1062,1.0
SciFact,1086,1.0
SciFact,1088,0.0
SciFact,1089,1.0
SciFact,1099,1.0
SciFact,1100,1.0
SciFact,1104,1.0
SciFact,1107,1.0
SciFact,1110,0.0
SciFact,1121,1.0
SciFact,1130,1.0
SciFact,1132,1.0
SciFact,1137,1.0
SciFact,1140,1.0
SciFact,1144,1.0
SciFact,1146,1.0
SciFact,1150,1.0
SciFact,1163,1.0
SciFact,1175,1.0
SciFact,1179,1.0
SciFact,1180,1.0
SciFact,1185,1.0
SciFact,1187,1.0
SciFact,1191,0.0
SciFact,1194,1.0
SciFact,1196,0.0
SciFact,1197,0.0
SciFact,1199,0.0
SciFact,1200,0.0
SciFact,1202,1.0
SciFact,1204,1.0
SciFact,1207,1.0
SciFact,1213,0.0
SciFact,1216,1.0
SciFact,1221,0.0
SciFact,1225,1.0
SciFact,1226,0.0
SciFact,1232,1.0
SciFact,1241,0.0
SciFact,1245,1.0
SciFact,1259,1.0
SciFact,1262,1.0
SciFact,1266,1.0
SciFact,1270,1.0
SciFact,1271,1.0
SciFact,1272,1.0
SciFact,1273,1.0
SciFact,1274,1.0
SciFact,1278,0.0
SciFact,1279,0.0
SciFact,1280,1.0
SciFact,1281,0.0
SciFact,1282,1.0
SciFact,1290,1.0
SciFact,1292,1.0
SciFact,1298,1.0
SciFact,1303,1.0
SciFact,1316,1.0
SciFact,1319,1.0
SciFact,1320,1.0
SciFact,1332,0.0
SciFact,1335,1.0
SciFact,1336,1.0
SciFact,1337,1.0
SciFact,1339,1.0
SciFact,1344,1.0
SciFact,1352,1.0
SciFact,1359,1.0
SciFact,1362,1.0
SciFact,1363,1.0
SciFact,1368,1.0
SciFact,1370,1.0
SciFact,1379,1.0
SciFact,1382,1.0
SciFact,1385,1.0
SciFact,1389,1.0
SciFact,1395,0.0
